mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
1810055G02Rik	ENSMUSG00000035372	C11orf24	ENSG00000171067	72056	-0.540022992	0.000245383	0.004691031
Cox6a1	ENSMUSG00000041697	COX6A1	ENSG00000111775	12861	-0.342684127	0.00693369	0.035714878
Syvn1	ENSMUSG00000024807	SYVN1	ENSG00000162298	74126	-0.680828054	7e-05	0.002257073
Cep290	ENSMUSG00000019971	CEP290	ENSG00000198707	216274	0.790534429	0.003762194	0.023694269
Sik3	ENSMUSG00000034135	SIK3	ENSG00000160584	70661	-0.46709787	0.003478483	0.022602595
Atg2a	ENSMUSG00000024773	ATG2A	ENSG00000110046	329015	-0.750210882	0.000106165	0.00288204
Mbd6	ENSMUSG00000025409	MBD6	ENSG00000166987	110962	-0.597091329	0.00312471	0.021222683
Naa16	ENSMUSG00000022020	NAA16	ENSG00000172766	66897	0.557471829	0.011225301	0.049105241
Fkbp11	ENSMUSG00000003355	FKBP11	ENSG00000134285	66120	-0.493860995	0.007394311	0.037088317
Mfsd5	ENSMUSG00000045665	MFSD5	ENSG00000182544	106073	-0.402571506	0.005678806	0.031161478
Etnk1	ENSMUSG00000030275	ETNK1	ENSG00000139163	75320	0.425505422	0.004182249	0.025494439
Ep400	ENSMUSG00000029505	EP400	ENSG00000183495	75560	-0.396023213	0.001950404	0.015722363
Proser1	ENSMUSG00000049504	PROSER1	ENSG00000120685	212127	-0.453726267	0.004137865	0.025267009
Exosc8	ENSMUSG00000027752	EXOSC8	ENSG00000120699	69639	0.491461675	0.003531639	0.022827929
Tmem126a	ENSMUSG00000030615	TMEM126A	ENSG00000171202	66271	0.764621149	2.8e-06	0.000329365
Eea1	ENSMUSG00000036499	EEA1	ENSG00000102189	216238	0.586607968	0.003369587	0.022191182
Ncor2	ENSMUSG00000029478	NCOR2	ENSG00000196498	20602	-0.843152182	3.84e-07	0.000103032
Nr4a1	ENSMUSG00000023034	NR4A1	ENSG00000123358	15370	-0.791577855	1.76e-06	0.000254136
Utp20	ENSMUSG00000004356	UTP20	ENSG00000120800	70683	0.425593078	0.006488414	0.034187899
Med21	ENSMUSG00000030291	MED21	ENSG00000152944	108098	0.804672877	0.000600857	0.007627561
Bcl9l	ENSMUSG00000063382	BCL9L	ENSG00000186174	80288	-0.760496387	3.73e-05	0.001584123
Cenpj	ENSMUSG00000064128	CENPJ	ENSG00000151849	219103	0.574785541	0.007001208	0.035921841
Ulk1	ENSMUSG00000029512	ULK1	ENSG00000177169	22241	-0.537596914	0.004667914	0.027475541
Lrp1	ENSMUSG00000040249	LRP1	ENSG00000123384	16971	-0.584504395	5.13e-05	0.001845607
Orai1	ENSMUSG00000049686	ORAI1	ENSG00000276045	109305	-0.598806381	0.002811326	0.019834292
Rab1b	ENSMUSG00000024870	RAB1B	ENSG00000174903	76308	-0.445648671	0.008128663	0.039246324
Ergic2	ENSMUSG00000030304	ERGIC2	ENSG00000087502	67456	0.671401814	0.001090227	0.011011116
Tpcn1	ENSMUSG00000032741	TPCN1	ENSG00000186815	252972	-0.504758341	0.002938283	0.020435497
Arhgap32	ENSMUSG00000041444	ARHGAP32	ENSG00000134909	330914	-0.342076183	0.009392588	0.043630588
Rexo2	ENSMUSG00000032026	REXO2	ENSG00000076043	104444	0.719475934	0.000678897	0.008172197
Cep83	ENSMUSG00000020024	CEP83	ENSG00000173588	77048	0.756783857	0.000968441	0.010191257
Atn1	ENSMUSG00000004263	ATN1	ENSG00000111676	NA	NA	NA	NA
Msantd4	ENSMUSG00000041124	MSANTD4	ENSG00000170903	78100	0.738860066	6.38e-05	0.002107751
Zmym2	ENSMUSG00000021945	ZMYM2	ENSG00000121741	76007	0.635870261	0.000862796	0.009496662
Sipa1	ENSMUSG00000056917	SIPA1	ENSG00000213445	20469	-0.614601102	0.003320049	0.022029315
Denr	ENSMUSG00000023106	DENR	ENSG00000139726	NA	NA	NA	NA
Mdm2	ENSMUSG00000020184	MDM2	ENSG00000135679	17246	0.51067058	0.000714004	0.008471738
Ltbr	ENSMUSG00000030339	LTBR	ENSG00000111321	17000	-0.629817941	0.00109327	0.011018565
Cacnb3	ENSMUSG00000003352	CACNB3	ENSG00000167535	12297	-0.506985256	0.003147445	0.021295831
Rap1b	ENSMUSG00000052681	RAP1B	ENSG00000127314	215449	0.69241765	0.000359914	0.005699898
Arhgef17	ENSMUSG00000032875	ARHGEF17	ENSG00000110237	207212	-0.517305383	0.003935943	0.024396556
Mmp17	ENSMUSG00000029436	MMP17	ENSG00000198598	23948	-0.611147534	0.009219924	0.043041601
Zfc3h1	ENSMUSG00000034163	ZFC3H1	ENSG00000133858	216345	0.636847162	0.000868899	0.00953587
Apaf1	ENSMUSG00000019979	APAF1	ENSG00000120868	11783	0.433147067	0.003978514	0.024600804
Gxylt1	ENSMUSG00000036197	GXYLT1	ENSG00000151233	223827	0.596401829	0.000387215	0.005956338
Tbx5	ENSMUSG00000018263	TBX5	ENSG00000089225	21388	-0.760718438	0.000324005	0.005496722
Alox5ap	ENSMUSG00000060063	ALOX5AP	ENSG00000132965	11690	-0.648702889	0.00154638	0.013667379
Cdk17	ENSMUSG00000020015	CDK17	ENSG00000059758	237459	0.559795914	0.002485598	0.018316644
Ppp1cc	ENSMUSG00000004455	PPP1CC	ENSG00000186298	19047	0.391641225	0.01017416	0.04617535
Ahnak	ENSMUSG00000069833	AHNAK	ENSG00000124942	66395	0.403784308	0.010588046	0.04742299
AI837181	ENSMUSG00000047423	C11orf68	ENSG00000175573	107242	-0.573049718	0.0050225	0.028957166
2700081O15Rik	ENSMUSG00000053080	C11orf95	ENSG00000188070	108899	0.445697709	0.004691422	0.027570677
Mpzl2	ENSMUSG00000032092	MPZL2	ENSG00000149573	14012	0.66554715	0.009502188	0.044012604
D6Wsu163e	ENSMUSG00000030347	C12orf4	ENSG00000047621	28040	0.507515356	0.010079782	0.045950747
Pafah1b2	ENSMUSG00000003131	PAFAH1B2	ENSG00000168092	18475	0.527137512	0.000571605	0.007401191
Tmem123	ENSMUSG00000050912	TMEM123	ENSG00000152558	71929	0.510416629	0.006992588	0.035903576
Fermt3	ENSMUSG00000024965	FERMT3	ENSG00000149781	108101	-0.845445913	0.000186242	0.003991487
Adcy6	ENSMUSG00000022994	ADCY6	ENSG00000174233	11512	-0.435433493	0.005570041	0.030791567
Oas2	ENSMUSG00000032690	OAS2	ENSG00000111335	246728	-0.566401397	0.009835558	0.045148137
Mrpl51	ENSMUSG00000030335	MRPL51	ENSG00000111639	66493	0.446833412	0.000561919	0.007348671
Npas4	ENSMUSG00000045903	NPAS4	ENSG00000174576	225872	-0.677854471	0.011061634	0.048691948
Gstp1	ENSMUSG00000060803	GSTP1	ENSG00000084207	14870	-0.483773847	0.002371245	0.017705716
Dixdc1	ENSMUSG00000032064	DIXDC1	ENSG00000150764	330938	0.598824733	0.002478904	0.018291261
Letmd1	ENSMUSG00000037353	LETMD1	ENSG00000050426	68614	-0.471137294	0.000987877	0.01032475
Ikbip	ENSMUSG00000019975	IKBIP	ENSG00000166130	67454	0.665105209	0.001040136	0.010642309
Ufm1	ENSMUSG00000027746	UFM1	ENSG00000120686	67890	0.665586237	0.000722683	0.008529779
Ipo8	ENSMUSG00000040029	IPO8	ENSG00000133704	320727	0.450527259	0.002262708	0.017249891
Tcirg1	ENSMUSG00000001750	TCIRG1	ENSG00000110719	27060	-0.552051998	0.00166498	0.014281295
Tnfrsf1a	ENSMUSG00000030341	TNFRSF1A	ENSG00000067182	21937	-0.400671228	0.009476723	0.04391662
Arcn1	ENSMUSG00000032096	ARCN1	ENSG00000095139	213827	0.412215822	0.001410763	0.012925298
Lamtor1	ENSMUSG00000030842	LAMTOR1	ENSG00000149357	66508	-0.738258382	6e-05	0.00200603
Msrb3	ENSMUSG00000051236	MSRB3	ENSG00000174099	320183	0.460278965	0.002946566	0.020455196
Efemp2	ENSMUSG00000024909	EFEMP2	ENSG00000172638	58859	-0.541990204	0.000364843	0.005743324
Ltbp3	ENSMUSG00000024940	LTBP3	ENSG00000168056	16998	-0.580152843	0.004084087	0.025047289
Tspan9	ENSMUSG00000030352	TSPAN9	ENSG00000011105	109246	-0.45691681	0.003218172	0.021595121
Rad9a	ENSMUSG00000024824	RAD9A	ENSG00000172613	19367	-0.392453563	0.010856068	0.048142671
Nabp2	ENSMUSG00000025374	NABP2	ENSG00000139579	69917	-0.531958655	0.00156164	0.013737556
Pianp	ENSMUSG00000030329	PIANP	ENSG00000139200	319352	-0.515723282	0.008336758	0.040047734
Pcnx3	ENSMUSG00000054874	PCNX3	ENSG00000197136	104401	-0.550906355	0.000667249	0.00811363
Vegfb	ENSMUSG00000024962	VEGFB	ENSG00000173511	22340	-0.563008924	0.001386506	0.012829053
Tagln	ENSMUSG00000032085	TAGLN	ENSG00000149591	21345	-0.40046808	0.000911491	0.009878142
Phc1	ENSMUSG00000040669	PHC1	ENSG00000111752	13619	-0.414913381	0.003384278	0.022254008
Eed	ENSMUSG00000030619	EED	ENSG00000074266	13626	0.650980069	0.000180042	0.003949823
Cbx5	ENSMUSG00000009575	CBX5	ENSG00000094916	12419	0.507185618	0.000814333	0.009178568
Wbp4	ENSMUSG00000022023	WBP4	ENSG00000120688	22380	0.547903379	0.006382164	0.033754421
Llph	ENSMUSG00000020224	LLPH	ENSG00000139233	66225	0.647363399	0.000283181	0.005109973
Folr2	ENSMUSG00000032725	FOLR3	ENSG00000110203	14276	-0.598948372	0.008607813	0.040906956
Folr2	ENSMUSG00000032725	FOLR2	ENSG00000165457	14276	-0.598948372	0.008607813	0.040906956
Chordc1	ENSMUSG00000001774	CHORDC1	ENSG00000110172	66917	0.780780993	0.000412018	0.006144798
Tuba1c	ENSMUSG00000043091	TUBA1C	ENSG00000167553	22146	-0.379356896	0.006823767	0.035408117
Stip1	ENSMUSG00000024966	STIP1	ENSG00000168439	20867	0.358248566	0.002951773	0.020469343
Spcs2	ENSMUSG00000035227	SPCS2	ENSG00000118363	66624	0.500059828	0.000526086	0.007052063
Rsrc2	ENSMUSG00000029422	RSRC2	ENSG00000111011	208606	0.64798668	0.00455278	0.027080986
Prdx5	ENSMUSG00000024953	PRDX5	ENSG00000126432	54683	0.586587923	0.000235654	0.004568359
Ssh1	ENSMUSG00000042121	SSH1	ENSG00000084112	231637	-0.561154265	0.001026923	0.010579281
Pds5b	ENSMUSG00000034021	PDS5B	ENSG00000083642	100710	0.48551785	0.00332265	0.022033591
Sarnp	ENSMUSG00000078427	SARNP	ENSG00000205323	66118	0.653952622	0.000720833	0.008516876
Setd1b	ENSMUSG00000038384	SETD1B	ENSG00000139718	208043	-0.415693576	0.005345813	0.030202634
Mmp12	ENSMUSG00000049723	MMP12	ENSG00000262406	17381	1.030481315	0.000558565	0.007321817
Ssh3	ENSMUSG00000034616	SSH3	ENSG00000172830	245857	-0.644395733	0.008972629	0.042202091
Pus3	ENSMUSG00000032103	PUS3	ENSG00000110060	67049	0.975456427	0.000104626	0.002869427
Scarb1	ENSMUSG00000037936	SCARB1	ENSG00000073060	20778	-0.513834384	0.00692003	0.035693786
Mphosph8	ENSMUSG00000079184	MPHOSPH8	ENSG00000196199	75339	0.730459021	0.001040602	0.010642309
Lrrc32	ENSMUSG00000090958	LRRC32	ENSG00000137507	434215	-0.368365819	0.011255197	0.049197795
Stt3a	ENSMUSG00000032116	STT3A	ENSG00000134910	16430	0.509374663	0.000621446	0.007810783
Tns2	ENSMUSG00000037003	TNS2	ENSG00000111077	209039	-0.64377119	0.000166996	0.003791087
Nudt4	ENSMUSG00000020029	NUDT4	ENSG00000173598	71207	0.632451264	0.000220589	0.004403956
Vps37c	ENSMUSG00000048832	VPS37C	ENSG00000167987	107305	-0.593865482	0.002511748	0.018448978
Birc2	ENSMUSG00000057367	BIRC2	ENSG00000110330	11797	0.680675101	0.000282679	0.005109973
Dtx3	ENSMUSG00000040415	DTX3	ENSG00000178498	80904	-0.590517566	0.004424715	0.026473056
Pxn	ENSMUSG00000029528	PXN	ENSG00000089159	19303	-0.42296598	0.011547799	0.049981866
Bscl2	ENSMUSG00000071657	BSCL2	ENSG00000168000	14705	-0.750219611	1.04e-05	0.00074596
Unc93b1	ENSMUSG00000036908	UNC93B1	ENSG00000110057	54445	-0.667372282	0.000333686	0.005525449
Hsph1	ENSMUSG00000029657	HSPH1	ENSG00000120694	15505	0.534465113	0.002081041	0.016391097
Cd248	ENSMUSG00000056481	CD248	ENSG00000174807	70445	-0.78696068	1.47e-05	0.000886406
Ppfibp1	ENSMUSG00000016487	PPFIBP1	ENSG00000110841	67533	0.48598983	0.002272454	0.017285815
Ttc9c	ENSMUSG00000071660	TTC9C	ENSG00000162222	70387	0.521926197	0.003628781	0.023150183
Dpagt1	ENSMUSG00000032123	DPAGT1	ENSG00000172269	13478	-0.346126249	0.005525748	0.030620041
Atp2b1	ENSMUSG00000019943	ATP2B1	ENSG00000070961	67972	0.467456795	0.003511569	0.022746409
Tmem132c	ENSMUSG00000034324	TMEM132C	ENSG00000181234	208213	-0.626451409	0.010355247	0.046660047
Pcf11	ENSMUSG00000041328	PCF11	ENSG00000165494	74737	0.764924474	0.000270174	0.004967106
Larp4	ENSMUSG00000023025	LARP4	ENSG00000161813	207214	0.391962004	0.009158109	0.042809518
Taf1d	ENSMUSG00000031939	TAF1D	ENSG00000166012	75316	0.723151251	0.002022086	0.016057767
Mgp	ENSMUSG00000030218	MGP	ENSG00000111341	17313	-0.654194513	0.002222426	0.017058293
Lemd3	ENSMUSG00000048661	LEMD3	ENSG00000174106	380664	0.55700659	0.007067351	0.036159176
Hmgb1	ENSMUSG00000066551	HMGB1	ENSG00000189403	15289	0.57717864	0.00034786	0.005594505
Cep57	ENSMUSG00000031922	CEP57	ENSG00000166037	74360	0.664877433	0.000678497	0.008172197
Iffo1	ENSMUSG00000038271	IFFO1	ENSG00000010295	320678	-0.634032347	0.003948903	0.024444555
Clec7a	ENSMUSG00000079293	CLEC7A	ENSG00000172243	56644	0.873981701	0.001448072	0.013095962
Osbpl8	ENSMUSG00000020189	OSBPL8	ENSG00000091039	237542	0.590382201	0.003144628	0.021295831
Cd63	ENSMUSG00000025351	CD63	ENSG00000135404	12512	0.437619537	0.001010422	0.010428373
Ddias	ENSMUSG00000030641	DDIAS	ENSG00000165490	74041	0.921510759	4.27e-05	0.001706767
Ube3b	ENSMUSG00000029577	UBE3B	ENSG00000151148	117146	-0.569708837	0.000402676	0.006066126
Rela	ENSMUSG00000024927	RELA	ENSG00000173039	19697	-0.48458646	0.003228136	0.021623325
Sc5d	ENSMUSG00000032018	SC5D	ENSG00000109929	235293	0.427182983	0.007341702	0.036946941
Yars2	ENSMUSG00000022792	YARS2	ENSG00000139131	70120	0.675515355	0.004276407	0.025902279
R3hdm2	ENSMUSG00000025404	R3HDM2	ENSG00000179912	71750	-0.326897318	0.005175498	0.029521838
Gtf2f2	ENSMUSG00000067995	GTF2F2	ENSG00000188342	68705	0.670385768	0.003536623	0.022847031
Pawr	ENSMUSG00000035873	PAWR	ENSG00000177425	114774	0.669137699	0.001702909	0.014505243
Kras	ENSMUSG00000030265	KRAS	ENSG00000133703	16653	0.71719785	0.000163295	0.003722066
Tmem109	ENSMUSG00000034659	TMEM109	ENSG00000110108	68539	-0.458217413	0.006653302	0.034877181
Zmym5	ENSMUSG00000040123	ZMYM5	ENSG00000132950	219105	0.69776181	0.001302597	0.012377418
Tuba1b	ENSMUSG00000023004	TUBA1B	ENSG00000123416	22143	-0.519975796	0.002119074	0.016501228
Rps25	ENSMUSG00000009927	RPS25	ENSG00000118181	75617	0.50221694	0.001092025	0.011018106
Ccdc92	ENSMUSG00000037979	CCDC92	ENSG00000119242	215707	-0.643242295	0.011215196	0.049105241
Gm45234	ENSMUSG00000107478	ATN1	ENSG00000111676	NA	NA	NA	NA
Dhx37	ENSMUSG00000029480	DHX37	ENSG00000150990	208144	-0.547866769	0.00099488	0.01032475
Rnf26	ENSMUSG00000053128	RNF26	ENSG00000173456	213211	-0.396969637	0.010270919	0.046479501
Slc25a3	ENSMUSG00000061904	SLC25A3	ENSG00000075415	18674	0.423364151	0.00777844	0.038261585
Map4k2	ENSMUSG00000024948	MAP4K2	ENSG00000168067	26412	-0.538035441	0.011313904	0.049339488
Pan2	ENSMUSG00000005682	PAN2	ENSG00000135473	103135	-0.46200115	0.007626898	0.037815441
Tmpo	ENSMUSG00000019961	TMPO	ENSG00000120802	21917	0.485486398	0.002003862	0.015957206
Tmem132a	ENSMUSG00000024736	TMEM132A	ENSG00000006118	98170	-0.716333879	0.000529021	0.007074556
Tmem134	ENSMUSG00000024845	TMEM134	ENSG00000172663	66990	-0.462535513	0.008987006	0.042252062
Emg1	ENSMUSG00000004268	EMG1	ENSG00000126749	14791	0.336628322	0.008129729	0.039246324
Casp12	ENSMUSG00000025887	CASP12	ENSG00000204403	12364	0.689324716	0.006794556	0.035289069
Krr1	ENSMUSG00000063334	KRR1	ENSG00000111615	52705	0.850036334	8.29e-06	0.000662246
Ppp1r12a	ENSMUSG00000019907	PPP1R12A	ENSG00000058272	17931	0.489602881	0.005041115	0.029034759
Pphln1	ENSMUSG00000036167	PPHLN1	ENSG00000134283	223828	0.565437126	0.001429762	0.013031354
Ucp2	ENSMUSG00000033685	UCP2	ENSG00000175567	22228	-0.536045148	0.00034829	0.005594505
Nfyb	ENSMUSG00000020248	NFYB	ENSG00000120837	18045	0.759251578	0.000572837	0.007401191
Mterf2	ENSMUSG00000049038	MTERF2	ENSG00000120832	74238	0.804894355	0.002623627	0.018998096
Tmem126b	ENSMUSG00000030614	TMEM126B	ENSG00000171204	68472	0.81467764	0.003792144	0.023801304
Tmem19	ENSMUSG00000069520	TMEM19	ENSG00000139291	67226	0.487142516	0.004166074	0.025416429
Tmtc3	ENSMUSG00000036676	TMTC3	ENSG00000139324	237500	0.633067665	0.000336084	0.005533889
Mrpl21	ENSMUSG00000024829	MRPL21	ENSG00000197345	353242	0.47180549	0.005720239	0.03126694
Spi1	ENSMUSG00000002111	SPI1	ENSG00000066336	20375	-0.682007694	0.003452481	0.022548942
Sidt2	ENSMUSG00000034908	SIDT2	ENSG00000149577	214597	-0.377159084	0.007991869	0.038888696
P2ry6	ENSMUSG00000048779	P2RY6	ENSG00000171631	233571	-0.756659025	0.001506637	0.013428455
Zdhhc20	ENSMUSG00000021969	ZDHHC20	ENSG00000180776	75965	0.880734012	2.3e-05	0.001144305
Sbno1	ENSMUSG00000038095	SBNO1	ENSG00000139697	243272	0.428373175	0.005215482	0.029644787
N4bp2l2	ENSMUSG00000029655	N4BP2L2	ENSG00000244754	381695	0.716503779	0.000585669	0.007493897
Plcb3	ENSMUSG00000024960	PLCB3	ENSG00000149782	18797	-0.434642839	0.003370064	0.022191182
Prkab1	ENSMUSG00000029513	PRKAB1	ENSG00000111725	19079	-0.468648311	0.001330035	0.012553393
Cul5	ENSMUSG00000032030	CUL5	ENSG00000166266	75717	0.681526758	0.000608476	0.007680984
Foxj2	ENSMUSG00000003154	FOXJ2	ENSG00000065970	60611	-0.463132516	0.010412791	0.046842999
Shisa2	ENSMUSG00000044461	SHISA2	ENSG00000180730	219134	-0.479721672	0.006722888	0.035078647
Fbrsl1	ENSMUSG00000043323	FBRSL1	ENSG00000112787	381668	-0.592053526	0.003043146	0.020830291
Mvk	ENSMUSG00000041939	MVK	ENSG00000110921	17855	-0.619373999	0.001398914	0.012890157
Hdac7	ENSMUSG00000022475	HDAC7	ENSG00000061273	56233	-0.562759319	0.001857259	0.015258677
Dcun1d5	ENSMUSG00000032002	DCUN1D5	ENSG00000137692	76863	0.576575996	0.002456858	0.018176232
D10Wsu102e	ENSMUSG00000020255	C12orf45	ENSG00000151131	28109	0.434913773	0.007318654	0.036876107
Fam89b	ENSMUSG00000024939	FAM89B	ENSG00000176973	NA	NA	NA	NA
Hspb2	ENSMUSG00000038086	HSPB2	ENSG00000170276	69253	-0.646561674	0.008835748	0.04176764
Hspb2	ENSMUSG00000038086	HSPB2-C11orf52	ENSG00000254445	69253	-0.646561674	0.008835748	0.04176764
Cwf19l2	ENSMUSG00000025898	CWF19L2	ENSG00000152404	244672	0.78468555	0.000959357	0.010133543
Zfp385a	ENSMUSG00000000552	ZNF385A	ENSG00000161642	29813	-0.581133545	0.004289329	0.025940565
Noc4l	ENSMUSG00000033294	NOC4L	ENSG00000184967	100608	-0.489470136	0.003986094	0.024634146
Pacs1	ENSMUSG00000024855	PACS1	ENSG00000175115	107975	-0.591619456	6.87e-06	0.000580845
Lmbr1l	ENSMUSG00000022999	LMBR1L	ENSG00000139636	74775	-0.506355498	0.007572801	0.037685699
Zfp384	ENSMUSG00000038346	ZNF384	ENSG00000126746	269800	-0.429249932	0.006270613	0.033352435
Plet1	ENSMUSG00000032068	PLET1	ENSG00000188771	76509	0.882891043	0.000682864	0.008206024
Mcrs1	ENSMUSG00000037570	MCRS1	ENSG00000187778	51812	-0.545152982	0.000770795	0.008874386
Rab21	ENSMUSG00000020132	RAB21	ENSG00000080371	216344	0.88870954	0.000170903	0.003833391
Selplg	ENSMUSG00000048163	SELPLG	ENSG00000110876	20345	-1.303544727	1.76e-06	0.000254136
Med17	ENSMUSG00000031935	AP001273.2	ENSG00000284057	234959	0.555743072	0.001005198	0.010393786
Med17	ENSMUSG00000031935	MED17	ENSG00000042429	234959	0.555743072	0.001005198	0.010393786
Thyn1	ENSMUSG00000035443	THYN1	ENSG00000151500	77862	0.493724277	0.000174448	0.003859104
Lrp5	ENSMUSG00000024913	LRP5	ENSG00000162337	16973	-0.606185122	0.000658683	0.008076865
Strap	ENSMUSG00000030224	STRAP	ENSG00000023734	20901	0.742120939	5.99e-05	0.00200603
Micu2	ENSMUSG00000021973	MICU2	ENSG00000165487	68514	0.478296592	0.005423811	0.030459906
Ccdc90b	ENSMUSG00000030613	CCDC90B	ENSG00000137500	66365	0.761181074	0.000103902	0.002869427
B3gat3	ENSMUSG00000071649	B3GAT3	ENSG00000149541	72727	-0.565966713	0.003472976	0.022591397
Dnm1l	ENSMUSG00000022789	DNM1L	ENSG00000087470	74006	0.604716715	0.000953567	0.010100817
Troap	ENSMUSG00000032783	TROAP	ENSG00000135451	78733	-0.604951416	0.000937002	0.010029127
Ei24	ENSMUSG00000062762	EI24	ENSG00000149547	13663	0.408401926	0.005739716	0.031312598
Pomp	ENSMUSG00000029649	POMP	ENSG00000132963	66537	0.585245659	0.000147756	0.003534015
Plbd2	ENSMUSG00000029598	PLBD2	ENSG00000151176	71772	-0.600948185	0.000297333	0.005305809
Metap2	ENSMUSG00000036112	METAP2	ENSG00000111142	56307	0.720579198	4.27e-05	0.001706767
Ptprq	ENSMUSG00000035916	PTPRQ	ENSG00000139304	237523	0.64072314	0.006258222	0.033302259
Mlxip	ENSMUSG00000038342	MLXIP	ENSG00000175727	208104	-0.538249189	0.000172128	0.003837721
Ints5	ENSMUSG00000071652	INTS5	ENSG00000185085	109077	-0.444838996	0.003625352	0.023141418
Ccdc43	ENSMUSG00000020925	CCDC43	ENSG00000180329	52715	0.470969705	0.007541216	0.037605887
Cotl1	ENSMUSG00000031827	COTL1	ENSG00000103187	72042	-0.646713678	4.34e-05	0.00170855
Gprc5c	ENSMUSG00000051043	GPRC5C	ENSG00000170412	70355	-0.803621503	5.59e-05	0.001923566
Edc4	ENSMUSG00000036270	EDC4	ENSG00000038358	234699	-0.433140586	0.005510791	0.030582309
Zfp319	ENSMUSG00000046556	ZNF319	ENSG00000166188	79233	-0.473971853	0.011033115	0.048661525
Btbd1	ENSMUSG00000025103	BTBD1	ENSG00000064726	83962	0.51653374	0.002945306	0.020455196
4921524J17Rik	ENSMUSG00000036934	C16orf87	ENSG00000155330	66714	0.655880745	0.001807726	0.015015603
Dnajc7	ENSMUSG00000014195	DNAJC7	ENSG00000168259	56354	0.404910501	0.001825788	0.01506746
Maz	ENSMUSG00000030678	MAZ	ENSG00000103495	17188	-0.450211542	0.007983187	0.038874664
Baiap2	ENSMUSG00000025372	BAIAP2	ENSG00000175866	108100	-0.512528219	0.004566515	0.027134017
Arhgef7	ENSMUSG00000031511	ARHGEF7	ENSG00000102606	54126	-0.414914845	0.001568205	0.013738631
Psma6	ENSMUSG00000021024	PSMA6	ENSG00000100902	26443	0.679346774	3.5e-05	0.001517018
Tsr1	ENSMUSG00000038335	TSR1	ENSG00000167721	104662	0.545633366	0.00024995	0.004715238
Rai1	ENSMUSG00000062115	RAI1	ENSG00000108557	19377	-0.54990523	0.001790154	0.0149648
Lama3	ENSMUSG00000024421	LAMA3	ENSG00000053747	16774	1.292840482	5.97e-10	6.11e-07
Ndufaf1	ENSMUSG00000027305	NDUFAF1	ENSG00000137806	69702	0.579305372	0.003020606	0.020752923
Psma3	ENSMUSG00000060073	PSMA3	ENSG00000100567	19167	0.793806588	6.64e-05	0.002161814
Top2a	ENSMUSG00000020914	TOP2A	ENSG00000131747	21973	0.651583422	0.000111145	0.002979757
Srp54b	ENSMUSG00000112449	SRP54	ENSG00000100883	NM_001100109	0.739473909	0.002014949	0.016022831
Srp54b	ENSMUSG00000112449	SRP54	ENSG00000100883	NM_001100110	0.669967998	0.000426874	0.006283137
Nae1	ENSMUSG00000031878	NAE1	ENSG00000159593	234664	0.826575383	0.000564503	0.007365355
Gm20521	ENSMUSG00000092232	BCL2L2-PABPN1	ENSG00000258643	NA	NA	NA	NA
Fzd2	ENSMUSG00000050288	FZD2	ENSG00000180340	57265	-0.87643404	3.65e-10	4.11e-07
Snx6	ENSMUSG00000005656	SNX6	ENSG00000129515	72183	0.478178926	0.004575206	0.027138372
Csk	ENSMUSG00000032312	CSK	ENSG00000103653	12988	-0.456978136	0.005383812	0.030341201
Rab11fip3	ENSMUSG00000037098	RAB11FIP3	ENSG00000090565	215445	-0.52748358	0.005675573	0.031158925
Cpne2	ENSMUSG00000034361	CPNE2	ENSG00000140848	234577	-0.57337096	0.001119709	0.01117724
Smg1	ENSMUSG00000030655	SMG1	ENSG00000157106	233789	0.391995975	0.008770441	0.041493766
Pafah1b1	ENSMUSG00000020745	PAFAH1B1	ENSG00000007168	18472	0.635431921	0.000469241	0.006628025
Mis18bp1	ENSMUSG00000047534	MIS18BP1	ENSG00000129534	217653	1.122151721	2.52e-06	0.000315115
Map4k5	ENSMUSG00000034761	MAP4K5	ENSG00000012983	399510	0.524382537	0.011403756	0.049654404
Tpp2	ENSMUSG00000041763	TPP2	ENSG00000134900	22019	0.570466273	0.001125859	0.011208816
Vps18	ENSMUSG00000034216	VPS18	ENSG00000104142	228545	-0.574378901	0.004437549	0.026535743
Cops2	ENSMUSG00000027206	COPS2	ENSG00000166200	12848	0.727119399	0.000276827	0.005041483
Rara	ENSMUSG00000037992	RARA	ENSG00000131759	19401	-0.687107827	4.63e-05	0.001762237
Cacnb1	ENSMUSG00000020882	CACNB1	ENSG00000067191	12295	-0.872227536	4.66e-05	0.00176507
Rfng	ENSMUSG00000025158	RFNG	ENSG00000169733	19719	-0.668048399	0.000211648	0.004293981
